#,Player,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,EFF,AST/ TOV,STL/ TOV
385,Sterling Brown,DAL,49,628,160,59,155,38.1,28,92,30.4,14,15,93.3,26,123,149,34,14,7,23,56,244,1.48,0.61
386,Joe Harris,BKN,14,423,158,56,124,45.2,41,88,46.6,5,6,83.3,5,51,56,14,7,2,16,31,152,0.88,0.44
387,Goran Dragic,BKN,21,498,157,57,151,37.7,16,63,25.4,27,33,81.8,13,52,65,86,19,4,34,45,197,2.53,0.56
388,Gorgui Dieng,ATL,44,371,154,53,112,47.3,29,68,42.6,19,26,73.1,32,89,121,34,11,13,20,52,247,1.7,0.55
388,Marquese Chriss,DAL,34,346,154,62,134,46.3,8,25,32.0,22,33,66.7,33,70,103,17,13,12,17,64,199,1.0,0.77
388,Sandro Mamukelashvili,MIL,41,407,154,57,115,49.6,22,52,42.3,18,22,81.8,35,47,82,22,9,9,15,28,199,1.47,0.6
391,Olivier Sarr,OKC,22,421,153,58,101,57.4,13,29,44.8,24,29,82.8,34,59,93,19,6,15,22,52,216,0.86,0.27
391,Patrick Williams,CHI,17,422,153,54,102,52.9,15,29,51.7,30,41,73.2,17,52,69,15,9,9,16,28,180,0.94,0.56
393,Elfrid Payton,PHX,50,549,150,67,175,38.3,4,18,22.2,12,32,37.5,21,67,88,99,25,6,47,38,193,2.11,0.53
393,Nick Richards,CHA,50,367,150,60,90,66.7,0,0,0.0,30,43,69.8,34,52,86,13,9,21,24,51,212,0.54,0.38
395,Admiral Schofield,ORL,38,469,146,54,129,41.9,26,79,32.9,12,15,80.0,17,72,89,25,4,5,21,58,170,1.19,0.19
396,James Bouknight,CHA,31,304,142,49,141,34.8,17,49,34.7,27,31,87.1,22,30,52,26,7,1,15,29,117,1.73,0.47
397,Kira Lewis Jr.,NOP,24,341,141,59,146,40.4,13,58,22.4,10,12,83.3,9,30,39,49,11,1,26,17,126,1.89,0.42
397,Wenyen Gabriel,LAL,26,359,141,54,110,49.1,8,28,28.6,25,42,59.5,39,58,97,14,5,11,16,68,179,0.88,0.31
399,Cody Zeller,POR,27,355,140,51,90,56.7,0,4,0.0,38,49,77.6,50,75,125,22,8,6,19,56,232,1.16,0.42
400,Nathan Knight,MIN,37,267,138,45,88,51.1,4,13,30.8,44,60,73.3,32,53,85,22,7,8,18,42,183,1.22,0.39
401,Josh Okogie,MIN,49,516,133,42,104,40.4,14,47,29.8,35,51,68.6,29,41,70,25,26,12,23,53,165,1.09,1.13
402,Kent Bazemore,LAL,39,545,132,45,139,32.4,29,80,36.3,13,17,76.5,13,56,69,34,25,9,21,70,150,1.62,1.19
402,Santi Aldama,MEM,32,360,132,53,132,40.2,6,48,12.5,20,32,62.5,33,54,87,21,6,10,16,36,149,1.31,0.38
404,Juancho Hernangomez,UTA,40,445,131,44,106,41.5,24,69,34.8,19,34,55.9,28,72,100,20,14,10,16,25,182,1.25,0.88
405,Jarrett Culver,MEM,37,338,130,51,135,37.8,12,47,25.5,16,34,47.1,13,35,48,33,20,5,20,42,114,1.65,1.0
406,Markieff Morris,MIA,17,298,129,54,114,47.4,13,39,33.3,8,9,88.9,17,28,45,23,6,1,20,33,123,1.15,0.3
407,Enes Freedom,BOS,35,411,128,51,97,52.6,2,5,40.0,24,28,85.7,61,99,160,8,5,14,20,42,245,0.4,0.25
408,Elijah Hughes,POR,36,434,126,47,144,32.6,25,95,26.3,7,9,77.8,6,52,58,22,14,8,17,39,112,1.29,0.82
408,Markus Howard,DEN,31,177,126,39,101,38.6,28,70,40.0,20,23,87.0,2,10,12,7,9,0,7,17,82,1.0,1.29
410,Andre Iguodala,GSW,31,603,124,46,121,38.0,17,74,23.0,15,20,75.0,21,79,100,114,27,22,28,34,279,4.07,0.96
411,Isaiah Livers,DET,19,383,121,41,90,45.6,27,64,42.2,12,14,85.7,15,42,57,21,13,7,15,37,153,1.4,0.87
412,Killian Tillie,MEM,36,461,118,43,127,33.9,27,86,31.4,5,8,62.5,21,39,60,22,23,15,13,58,138,1.69,1.77
413,Paul Reed,PHI,38,303,116,54,96,56.3,2,8,25.0,6,14,42.9,44,48,92,16,33,14,10,57,211,1.6,3.3
414,Paul Millsap,PHI,33,376,115,45,115,39.1,8,35,22.9,17,24,70.8,41,73,114,29,10,13,19,67,185,1.53,0.53
415,Dylan Windler,CLE,50,459,110,37,98,37.8,21,70,30.0,15,18,83.3,21,68,89,34,14,3,16,47,170,2.13,0.88
416,Ish Wainright,PHX,45,359,108,41,104,39.4,19,59,32.2,7,12,58.3,27,27,54,15,20,6,13,49,122,1.15,1.54
417,Kris Dunn,POR,14,336,106,44,102,43.1,1,11,9.1,17,18,94.4,9,40,49,79,23,3,32,38,169,2.47,0.72
418,David Duke Jr.,BKN,22,341,104,39,108,36.1,9,37,24.3,17,21,81.0,30,37,67,17,14,7,9,36,127,1.89,1.56
419,Jaylen Hoard,OKC,7,240,103,44,90,48.9,9,25,36.0,6,14,42.9,30,54,84,17,6,5,8,14,153,2.13,0.75
420,Justin Anderson,IND,16,316,102,36,95,37.9,15,59,25.4,15,19,78.9,4,42,46,33,8,6,8,22,124,4.13,1.0
421,Gary Clark,NOP,38,378,101,33,88,37.5,28,70,40.0,7,10,70.0,23,67,90,18,13,7,10,20,161,1.8,1.3
422,Victor Oladipo,MIA,8,173,99,35,73,47.9,15,36,41.7,14,19,73.7,3,20,23,28,5,1,16,13,97,1.75,0.31
423,Boban Marjanović,DAL,23,128,98,42,70,60.0,1,4,25.0,13,22,59.1,8,31,39,3,0,3,15,24,91,0.2,0.0
423,Semi Ojeleye,LAC,30,406,98,30,99,30.3,15,50,30.0,23,29,79.3,27,47,74,9,7,6,9,30,110,1.0,0.78
425,PJ Dozier,DEN,18,340,97,36,99,36.4,15,48,31.3,10,13,76.9,14,49,63,29,11,6,13,33,127,2.23,0.85
426,Trevor Ariza,LAL,24,462,96,33,99,33.3,20,74,27.0,10,18,55.6,10,72,82,27,13,6,11,20,139,2.46,1.18
427,Frank Kaminsky,PHX,9,181,95,36,66,54.5,5,15,33.3,18,20,90.0,11,30,41,13,8,7,5,14,127,2.6,1.6
427,Keljin Blevins,POR,31,349,95,34,111,30.6,21,72,29.2,6,11,54.5,16,29,45,19,13,1,17,29,74,1.12,0.77
429,Kevin Knox II,ATL,30,222,93,31,85,36.5,15,54,27.8,16,22,72.7,14,30,44,10,4,2,7,19,86,1.43,0.57
430,Reggie Perry,POR,10,187,92,40,79,50.6,3,16,18.8,9,15,60.0,15,32,47,12,9,6,11,33,110,1.09,0.82
431,Jericho Sims,NYK,41,555,90,39,54,72.2,0,0,0.0,12,29,41.4,61,108,169,21,11,22,20,66,261,1.05,0.55
432,Michael Porter Jr.,DEN,9,265,89,37,103,35.9,10,48,20.8,5,9,55.6,9,50,59,17,10,2,12,16,95,1.42,0.83
432,Miles McBride,NYK,40,372,89,32,108,29.6,17,68,25.0,8,12,66.7,4,38,42,41,14,1,5,45,102,8.2,2.8
434,Bruno Fernando,HOU,30,153,88,36,55,65.5,1,2,50.0,15,24,62.5,18,37,55,7,1,11,14,24,120,0.5,0.07
435,Georgios Kalaitzakis,OKC,13,213,86,31,67,46.3,10,26,38.5,14,30,46.7,6,15,21,12,11,2,20,19,60,0.6,0.55
436,Nerlens Noel,NYK,25,562,85,32,60,53.3,0,3,0.0,21,30,70.0,48,93,141,23,30,31,20,67,253,1.15,1.5
437,Brad Wanamaker,WAS,23,320,83,28,77,36.4,4,17,23.5,23,25,92.0,6,33,39,55,7,6,23,45,116,2.39,0.3
438,Jake Layman,MIN,34,231,81,30,73,41.1,8,35,22.9,13,18,72.2,6,30,36,9,7,5,10,12,80,0.9,0.7
438,Justin Champagnie,TOR,36,281,81,31,67,46.3,10,28,35.7,9,9,100.0,37,35,72,11,8,4,8,32,132,1.38,1.0
440,Lindell Wigginton,MIL,19,199,80,26,61,42.6,9,26,34.6,19,35,54.3,3,22,25,23,5,1,12,17,71,1.92,0.42
440,Skylar Mays,ATL,28,220,80,32,64,50.0,8,25,32.0,8,9,88.9,5,20,25,17,7,0,10,9,86,1.7,0.7
440,Udoka Azubuike,UTA,17,195,80,37,49,75.5,0,0,0.0,6,11,54.5,18,53,71,0,1,11,12,25,134,0.0,0.08
443,Braxton Key,DET,11,197,79,33,72,45.8,6,21,28.6,7,13,53.8,13,37,50,11,10,11,11,26,105,1.0,0.91
444,Justin Robinson,DET,25,304,78,28,93,30.1,18,61,29.5,4,8,50.0,4,17,21,32,9,1,17,27,55,1.88,0.53
445,Daishen Nix,HOU,24,261,77,27,67,40.3,7,26,26.9,16,30,53.3,7,26,33,40,15,0,26,21,85,1.54,0.58
445,KZ Okpala,MIA,21,244,77,30,69,43.5,9,26,34.6,8,11,72.7,11,30,41,14,4,7,5,25,96,2.8,0.8
447,Greg Monroe,MIN,14,195,76,32,57,56.1,0,0,0.0,12,23,52.2,30,34,64,22,8,10,12,24,132,1.83,0.67
448,Kyle Guy,MIA,19,186,74,26,65,40.0,14,40,35.0,8,12,66.7,4,13,17,17,7,1,13,12,60,1.31,0.54
449,Malcolm Hill,CHI,19,212,72,24,52,46.2,13,36,36.1,11,14,78.6,11,24,35,8,7,3,3,24,91,2.67,2.33
450,Charles Bassey,PHI,23,168,69,30,47,63.8,0,4,0.0,9,12,75.0,22,40,62,7,5,17,8,32,132,0.88,0.63
450,Denzel Valentine,UTA,24,222,69,25,66,37.9,19,47,40.4,0,0,0.0,9,33,42,11,8,0,12,20,77,0.92,0.67
450,Mychal Mulder,MIA,17,240,69,24,77,31.2,17,54,31.5,4,4,100.0,2,22,24,5,4,2,8,13,43,0.63,0.5
453,Chris Chiozza,GSW,34,372,67,24,81,29.6,17,53,32.1,2,3,66.7,9,27,36,65,13,0,32,32,91,2.03,0.41
453,JT Thor,CHA,33,262,67,24,55,43.6,7,27,25.9,12,20,60.0,11,32,43,19,8,11,10,26,99,1.9,0.8
453,Tyler Cook,CHI,20,200,67,23,38,60.5,0,0,0.0,21,32,65.6,16,37,53,3,4,4,7,28,98,0.43,0.57
456,Sam Hauser,BOS,26,158,65,23,50,46.0,19,44,43.2,0,0,0.0,5,24,29,10,1,2,2,7,78,5.0,0.5
457,Vlatko Čančar,DEN,15,176,62,23,41,56.1,7,12,58.3,9,14,64.3,8,23,31,17,2,3,9,18,83,1.89,0.22
458,Joe Wieskamp,SAS,29,205,61,20,56,35.7,14,43,32.6,7,13,53.8,4,10,14,9,4,3,2,14,47,4.5,2.0
459,Jahmi'us Ramsey,SAC,19,134,60,24,58,41.4,5,18,27.8,7,14,50.0,4,9,13,7,1,1,5,10,36,1.4,0.2
460,Alfonzo McKinnie,CHI,17,206,59,24,61,39.3,9,27,33.3,2,8,25.0,13,20,33,5,2,3,7,26,52,0.71,0.29
461,Xavier Moon,LAC,10,137,58,25,51,49.0,5,14,35.7,3,5,60.0,2,12,14,24,7,3,6,9,72,4.0,1.17
462,Mamadi Diakite,OKC,13,188,56,25,47,53.2,0,5,0.0,6,11,54.5,17,42,59,2,5,9,7,33,97,0.29,0.71
463,Jabari Parker,BOS,12,112,53,18,38,47.4,8,16,50.0,9,9,100.0,5,23,28,6,4,1,8,13,64,0.75,0.5
464,Cassius Stanley,DET,9,155,52,19,46,41.3,4,17,23.5,10,10,100.0,5,14,19,4,5,2,6,17,49,0.67,0.83
464,Jalen Johnson,ATL,22,120,52,22,41,53.7,3,13,23.1,5,7,71.4,2,24,26,3,3,2,9,9,56,0.33,0.33
466,Javonte Smart,MIA,17,200,51,19,60,31.7,8,27,29.6,5,6,83.3,5,19,24,16,6,3,11,12,47,1.46,0.55
467,Devin Cannady,ORL,5,145,50,15,44,34.1,15,37,40.5,5,7,71.4,1,5,6,10,5,3,5,9,38,2.0,1.0
467,Hassani Gravett,ORL,8,171,50,18,38,47.4,11,26,42.3,3,4,75.0,1,20,21,20,5,1,9,13,67,2.22,0.56
467,Jamorko Pickett,DET,13,176,50,18,50,36.0,13,39,33.3,1,2,50.0,6,26,32,7,0,7,5,12,58,1.4,0.0
467,Leandro Bolmaro,MIN,35,241,50,17,54,31.5,5,18,27.8,11,13,84.6,16,27,43,21,6,0,13,26,68,1.61,0.46
471,Jay Scrubb,LAC,18,121,49,18,46,39.1,6,21,28.6,7,10,70.0,2,14,16,8,4,3,7,9,42,1.14,0.57
472,Theo Pinson,DAL,19,148,48,14,39,35.9,10,30,33.3,10,10,100.0,2,19,21,17,5,2,5,12,63,3.4,1.0
472,Usman Garuba,HOU,24,239,48,19,44,43.2,5,20,25.0,5,7,71.4,21,62,83,17,10,11,6,28,136,2.83,1.67
474,Devontae Cacok,SAS,15,121,46,21,31,67.7,0,0,0.0,4,7,57.1,8,34,42,6,8,7,3,16,93,2.0,2.67
475,Louis King,SAC,10,104,45,15,47,31.9,8,27,29.6,7,10,70.0,0,12,12,9,2,1,0,14,34,0.0,0.0
475,Neemias Queta,SAC,15,120,45,17,38,44.7,0,0,0.0,11,17,64.7,14,17,31,6,1,8,6,18,58,1.0,0.17
477,Zavier Simpson,OKC,4,174,44,19,52,36.5,1,8,12.5,5,5,100.0,2,19,21,30,5,4,10,15,61,3.0,0.5
478,Haywood Highsmith,MIA,19,163,43,16,46,34.8,9,28,32.1,2,5,40.0,10,16,26,6,2,3,3,13,44,2.0,0.67
478,Trevelin Queen,HOU,10,74,43,15,33,45.5,9,24,37.5,4,4,100.0,7,9,16,4,5,1,7,6,44,0.57,0.71
480,Alize Johnson,NOP,23,167,41,17,39,43.6,0,4,0.0,7,12,58.3,28,33,61,9,5,0,12,18,77,0.75,0.42
481,Kevin Pangos,CLE,24,166,39,15,46,32.6,6,26,23.1,3,4,75.0,2,9,11,30,3,0,7,11,44,4.29,0.43
481,Tim Frazier,CLE,12,208,39,14,45,31.1,6,17,35.3,5,9,55.6,5,14,19,34,3,1,15,27,46,2.27,0.2
483,Jared Harper,NOP,5,43,37,14,26,53.8,5,12,41.7,4,4,100.0,2,0,2,14,4,1,2,5,44,7.0,2.0
484,Didi Louzada,POR,9,129,35,12,33,36.4,9,23,39.1,2,2,100.0,5,12,17,5,2,2,5,13,35,1.0,0.4
485,Abdel Nader,PHX,14,145,34,12,35,34.3,4,14,28.6,6,10,60.0,4,23,27,7,8,4,11,20,42,0.64,0.73
485,Willie Cauley-Stein,PHI,20,183,34,16,35,45.7,1,2,50.0,1,2,50.0,13,27,40,10,6,3,7,19,66,1.43,0.86
487,Bol Bol,ORL,14,81,33,15,27,55.6,1,4,25.0,2,5,40.0,4,16,20,5,1,2,4,4,42,1.25,0.25
488,Brandon Knight,DAL,5,65,32,10,25,40.0,4,17,23.5,8,8,100.0,0,8,8,8,1,0,4,5,30,2.0,0.25
488,Melvin Frazier Jr.,OKC,3,120,32,13,48,27.1,1,21,4.8,5,7,71.4,5,8,13,1,1,0,3,8,7,0.33,0.33
488,Udonis Haslem,MIA,13,83,32,14,31,45.2,1,4,25.0,3,3,100.0,4,21,25,4,1,1,5,15,41,0.8,0.2
491,Chaundee Brown Jr.,ATL,5,104,31,10,32,31.3,6,18,33.3,5,6,83.3,1,15,16,4,2,0,1,7,29,4.0,2.0
491,Paul Watson,OKC,9,156,31,12,35,34.3,6,26,23.1,1,2,50.0,3,24,27,8,3,3,4,10,44,2.0,0.75
493,Charlie Brown Jr.,PHI,22,178,30,10,39,25.6,1,12,8.3,9,10,90.0,14,18,32,6,10,4,5,18,47,1.2,2.0
493,D.J. Wilson,TOR,4,54,30,11,15,73.3,0,2,0.0,8,10,80.0,1,15,16,5,5,1,2,6,49,2.5,2.5
493,Luke Kornet,BOS,15,103,30,13,27,48.1,0,5,0.0,4,6,66.7,13,16,29,9,3,3,0,9,58,0.0,0.0
493,Quinndary Weatherspoon,GSW,11,73,30,12,21,57.1,1,5,20.0,5,5,100.0,2,12,14,5,1,1,3,15,39,1.67,0.33
497,Devon Dotson,CHI,11,85,29,11,23,47.8,2,9,22.2,5,9,55.6,1,8,9,15,1,0,5,11,33,3.0,0.2
497,James Ennis III,DEN,7,56,29,11,24,45.8,3,8,37.5,4,5,80.0,5,7,12,3,2,2,2,5,32,1.5,1.0
499,Ed Davis,CLE,31,201,28,11,16,68.8,0,0,0.0,6,14,42.9,14,50,64,7,3,9,5,33,93,1.4,0.6
500,Mason Jones,LAL,4,51,27,7,15,46.7,1,4,25.0,12,15,80.0,1,9,10,4,2,0,1,8,31,4.0,2.0
501,BJ Johnson,ORL,4,65,26,11,25,44.0,4,10,40.0,0,0,0.0,6,9,15,0,0,1,0,4,28,0.0,0.0
501,Chris Silva,MIA,10,91,26,8,15,53.3,0,0,0.0,10,12,83.3,13,23,36,7,0,1,8,20,53,0.88,0.0
503,Sam Merrill,MEM,6,58,25,8,24,33.3,7,23,30.4,2,4,50.0,1,6,7,4,0,0,2,3,16,2.0,0.0
504,Cameron Oliver,ATL,2,43,23,10,15,66.7,1,3,33.3,2,3,66.7,2,4,6,3,1,1,0,5,28,0.0,0.0
504,Carsen Edwards,DET,4,79,23,9,30,30.0,4,16,25.0,1,1,100.0,2,4,6,14,2,0,5,4,19,2.8,0.4
506,Kai Jones,CHA,21,63,22,9,14,64.3,1,2,50.0,3,8,37.5,3,8,11,4,1,2,6,8,24,0.67,0.17
506,Wes Iwundu,ATL,3,82,22,8,18,44.4,3,5,60.0,3,4,75.0,3,10,13,0,1,0,1,8,24,0.0,1.0
508,Brodric Thomas,BOS,12,60,21,8,18,44.4,2,9,22.2,3,5,60.0,2,8,10,11,1,1,6,7,26,1.83,0.17
508,Freddie Gillespie,ORL,9,119,21,9,22,40.9,0,1,0.0,3,7,42.9,13,23,36,5,3,9,5,18,52,1.0,0.6
508,Malik Fitts,BOS,15,63,21,8,19,42.1,5,10,50.0,0,0,0.0,2,15,17,5,0,0,2,4,30,2.5,0.0
508,Rayjon Tucker,MIL,5,71,21,6,9,66.7,4,5,80.0,5,7,71.4,3,5,8,10,4,0,1,5,37,10.0,4.0
512,Isaiah Todd,WAS,12,74,20,7,26,26.9,4,16,25.0,2,6,33.3,3,9,12,4,4,2,4,4,15,1.0,1.0
512,Vernon Carey Jr.,WAS,7,44,20,7,13,53.8,0,0,0.0,6,13,46.2,8,4,12,0,2,1,3,4,19,0.0,0.67
514,Derrick Walton Jr.,DET,3,108,19,6,26,23.1,3,13,23.1,4,4,100.0,2,8,10,21,7,4,11,8,30,1.91,0.64
514,Jeff Dowtin Jr.,ORL,9,108,19,8,26,30.8,1,9,11.1,2,2,100.0,8,10,18,10,5,1,5,5,30,2.0,1.0
516,Gabriel Deck,OKC,7,56,18,8,14,57.1,2,4,50.0,0,0,0.0,1,5,6,5,1,0,2,2,22,2.5,0.5
516,Nik Stauskas,BOS,8,39,18,5,14,35.7,4,10,40.0,4,6,66.7,1,2,3,2,0,0,1,1,11,2.0,0.0
518,Marko Simonovic,CHI,9,35,17,4,15,26.7,1,5,20.0,8,11,72.7,5,5,10,0,1,1,2,6,13,0.0,0.5
518,Tyler Johnson,SAS,6,91,17,6,20,30.0,5,13,38.5,0,0,0.0,3,9,12,7,3,3,2,7,26,3.5,1.5
518,Tyrone Wallace,NOP,6,75,17,7,20,35.0,2,8,25.0,1,5,20.0,0,8,8,1,3,1,2,7,11,0.5,1.5
521,Ryan Arcidiacono,NYK,10,76,16,6,12,50.0,4,9,44.4,0,0,0.0,0,8,8,4,1,0,3,5,20,1.33,0.33
522,Justin Jackson,PHX,7,36,15,5,15,33.3,3,9,33.3,2,2,100.0,1,6,7,2,0,0,1,3,13,2.0,0.0
522,Ruben Nembhard Jr.,CLE,14,63,15,6,18,33.3,0,2,0.0,3,4,75.0,3,4,7,12,1,0,3,2,19,4.0,0.33
524,Aleem Ford,ORL,5,74,14,6,20,30.0,2,15,13.3,0,0,0.0,2,13,15,2,1,0,4,7,14,0.5,0.25
524,Cameron McGriff,POR,3,46,14,5,14,35.7,2,6,33.3,2,2,100.0,6,9,15,3,0,1,0,7,24,0.0,0.0
524,Cassius Winston,WAS,7,39,14,4,11,36.4,2,6,33.3,4,4,100.0,0,1,1,7,0,0,3,9,12,2.33,0.0
524,Langston Galloway,MIL,7,107,14,6,26,23.1,2,16,12.5,0,0,0.0,3,15,18,12,1,0,6,7,19,2.0,0.17
524,Petr Cornelie,DEN,13,38,14,5,15,33.3,1,8,12.5,3,4,75.0,7,7,14,3,1,1,4,7,18,0.75,0.25
524,Sekou Doumbouya,LAL,2,16,14,5,8,62.5,1,2,50.0,3,4,75.0,2,4,6,0,3,2,2,1,19,0.0,1.5
530,Gabriel Lundberg,PHX,4,44,13,5,19,26.3,3,8,37.5,0,0,0.0,2,5,7,11,3,0,3,7,17,3.67,1.0
530,Marcus Garrett,MIA,12,128,13,5,21,23.8,1,4,25.0,2,5,40.0,9,14,23,7,5,3,2,16,30,3.5,2.5
530,Myles Powell,PHI,11,52,13,5,17,29.4,1,6,16.7,2,2,100.0,1,5,6,3,1,0,3,8,8,1.0,0.33
530,Yves Pons,MEM,12,71,13,5,16,31.3,3,9,33.3,0,2,0.0,5,7,12,1,1,4,1,6,17,1.0,1.0
534,Isaac Bonga,TOR,15,69,12,3,13,23.1,1,4,25.0,5,8,62.5,4,3,7,4,8,2,2,10,18,2.0,4.0
534,Micah Potter,DET,3,31,12,5,11,45.5,0,2,0.0,2,2,100.0,4,5,9,0,1,1,1,4,16,0.0,1.0
534,Tacko Fall,CLE,11,59,12,5,12,41.7,0,0,0.0,2,7,28.6,7,16,23,2,0,6,3,3,28,0.67,0.0
537,Cheick Diallo,DET,3,31,11,3,8,37.5,0,0,0.0,5,6,83.3,4,8,12,0,1,0,1,6,17,0.0,1.0
538,Tremont Waters,WAS,3,50,10,4,14,28.6,2,9,22.2,0,0,0.0,0,4,4,7,5,0,4,4,12,1.75,1.25
539,Daniel Oturu,TOR,3,27,9,3,6,50.0,0,1,0.0,3,5,60.0,1,4,5,0,0,2,0,1,11,0.0,0.0
540,Gabe York,IND,2,21,8,2,7,28.6,1,6,16.7,3,5,60.0,0,2,2,4,2,1,1,4,9,4.0,2.0
540,Mac McClung,LAL,2,24,8,3,6,50.0,1,3,33.3,1,1,100.0,0,3,3,1,1,1,3,5,8,0.33,0.33
540,Malik Newman,CLE,1,8,8,3,5,60.0,0,1,0.0,2,2,100.0,0,1,1,1,0,0,1,0,7,1.0,0.0
540,Solomon Hill,ATL,13,139,8,3,20,15.0,2,13,15.4,0,0,0.0,6,17,23,12,4,2,1,16,31,12.0,4.0
544,Eugene Omoruyi,DAL,4,18,7,2,5,40.0,1,2,50.0,2,4,50.0,2,5,7,2,0,0,0,2,11,0.0,0.0
544,Robert Woodard II,SAS,12,42,7,2,16,12.5,1,4,25.0,2,2,100.0,5,6,11,3,1,1,1,3,8,3.0,1.0
544,Sharife Cooper,ATL,13,39,7,3,14,21.4,1,6,16.7,0,0,0.0,0,5,5,5,0,0,5,1,1,1.0,0.0
547,Craig Sword,WAS,3,19,6,3,4,75.0,0,1,0.0,0,0,0.0,0,0,0,1,4,0,1,7,9,1.0,4.0
547,Dakota Mathias,MEM,6,16,6,2,6,33.3,2,6,33.3,0,0,0.0,0,2,2,1,1,0,0,1,6,0.0,0.0
547,Norvel Pelle,UTA,3,19,6,3,5,60.0,0,0,0.0,0,0,0.0,3,3,6,0,0,1,2,1,9,0.0,0.0
547,Paris Bass,PHX,2,7,6,2,6,33.3,0,2,0.0,2,2,100.0,2,2,4,0,1,0,2,2,5,0.0,0.5
547,Trevon Scott,CLE,2,11,6,3,6,50.0,0,1,0.0,0,0,0.0,1,1,2,0,1,1,0,2,7,0.0,0.0
552,Jordan Schakel,WAS,4,30,5,1,11,9.1,1,6,16.7,2,2,100.0,2,6,8,0,1,0,1,0,3,0.0,1.0
552,Juwan Morgan,BOS,2,31,5,2,3,66.7,1,2,50.0,0,0,0.0,2,2,4,1,0,0,0,3,9,0.0,0.0
552,McKinley Wright IV,MIN,5,19,5,2,3,66.7,1,2,50.0,0,0,0.0,0,0,0,3,0,0,1,1,6,3.0,0.0
552,Miye Oni,UTA,16,44,5,2,9,22.2,1,8,12.5,0,1,0.0,1,6,7,5,0,0,1,7,8,5.0,0.0
552,Moses Wright,DAL,4,15,5,1,4,25.0,0,1,0.0,3,3,100.0,1,2,3,2,0,1,0,0,8,0.0,0.0
552,Wayne Selden,NYK,3,19,5,1,4,25.0,1,2,50.0,2,4,50.0,0,1,1,1,0,0,0,1,2,0.0,0.0
552,Xavier Sneed,UTA,9,39,5,2,10,20.0,1,8,12.5,0,0,0.0,2,4,6,1,0,0,0,2,4,0.0,0.0
559,Carlik Jones,DEN,5,23,4,1,9,11.1,0,1,0.0,2,2,100.0,1,2,3,5,1,0,3,0,2,1.67,0.33
559,Chandler Hutchison,PHX,6,22,4,1,2,50.0,0,0,0.0,2,2,100.0,0,5,5,2,0,0,4,1,6,0.5,0.0
559,Damyean Dotson,NYK,2,21,4,2,4,50.0,0,1,0.0,0,0,0.0,0,2,2,1,0,0,0,0,5,0.0,0.0
559,Darren Collison,LAL,3,37,4,2,7,28.6,0,3,0.0,0,0,0.0,0,4,4,2,1,0,1,5,5,2.0,1.0
559,Jemerrio Jones,LAL,2,15,4,2,3,66.7,0,0,0.0,0,0,0.0,2,1,3,0,1,0,0,2,7,0.0,0.0
559,Scotty Hopson,OKC,1,18,4,2,4,50.0,0,1,0.0,0,0,0.0,0,1,1,1,0,0,2,1,2,0.5,0.0
559,Shaquille Harrison,BKN,2,23,4,2,6,33.3,0,2,0.0,0,0,0.0,1,3,4,3,1,1,2,3,7,1.5,0.5
566,Deividas Sirvydis,DET,3,27,3,1,10,10.0,1,7,14.3,0,0,0.0,0,6,6,1,3,1,0,4,5,0.0,0.0
566,Emmanuel Mudiay,SAC,2,11,3,0,2,0.0,0,0,0.0,3,4,75.0,0,0,0,4,1,0,1,1,4,4.0,1.0
566,Matt Ryan,BOS,1,5,3,1,5,20.0,1,5,20.0,0,0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0
566,Rob Edwards,OKC,2,11,3,1,4,25.0,1,4,25.0,0,0,0.0,0,3,3,0,0,0,1,0,2,0.0,0.0
570,Aaron Henry,PHI,6,17,2,1,5,20.0,0,1,0.0,0,0,0.0,0,1,1,0,0,2,2,2,-1,0.0,0.0
570,Ahmad Caver,IND,1,1,2,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,0.0,0.0
570,DaQuan Jeffries,MEM,3,9,2,1,2,50.0,0,1,0.0,0,0,0.0,0,2,2,1,0,0,0,1,4,0.0,0.0
570,Jaden Springer,PHI,2,6,2,1,1,100.0,0,0,0.0,0,0,0.0,1,1,2,0,0,2,1,0,5,0.0,0.0
570,Jarron Cumberland,POR,3,12,2,1,2,50.0,0,1,0.0,0,0,0.0,1,2,3,1,0,0,0,2,5,0.0,0.0
570,Jaylen Morris,SAS,3,16,2,0,6,0.0,0,2,0.0,2,4,50.0,0,2,2,2,0,0,1,2,-3,2.0,0.0
570,Joe Johnson,BOS,1,2,2,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,0.0,0.0
570,Joel Ayayi,WAS,7,20,2,1,6,16.7,0,1,0.0,0,0,0.0,1,2,3,4,0,0,0,0,4,0.0,0.0
570,Shaq Buchanan,MEM,2,10,2,1,4,25.0,0,2,0.0,0,0,0.0,1,1,2,2,1,0,2,1,2,1.0,0.5
570,Tyrell Terry,MEM,2,3,2,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,0.0,0.0
580,George King,DAL,4,19,1,0,5,0.0,0,4,0.0,1,2,50.0,0,5,5,0,0,0,1,4,-1,0.0,0.0
